ASU_Acar ID	NCBI Gene ID	NCBI Gene Symbol	Ensembl Gene ID	Ensembl Gene Name	RefSeq Gene Description from Blast2GO matches
ASU_Acar_G.7923	100561367	LOC100561367	-	-	-
ASU_Acar_G.7924	-	-	-	-	protein cbfa2t2-like
ASU_Acar_G.7925	100566296	LOC100566296	ENSACAG00000004808	HCCS	-
ASU_Acar_G.7926	100554488	LOC100554488	ENSACAG00000011773	-	-
ASU_Acar_G.7927	100561561	LOC100561561	ENSACAG00000013148	SRA1	-
ASU_Acar_G.7928	-	-	ENSACAG00000026540	SNAPC2	-
ASU_Acar_G.7929	100551870	LOC100551870	ENSACAG00000000153	PHTF1	-
ASU_Acar_G.793	100559176	mrvi1	ENSACAG00000008760	MRVI1	-
ASU_Acar_G.7930	-	-	-	-	PREDICTED: hypothetical protein LOC100430013
ASU_Acar_G.7931	100554034	LOC100554034	ENSACAG00000003762	DTNBP1	-
ASU_Acar_G.7932	100562220	LOC100562220	ENSACAG00000000159	RIOK3	-
ASU_Acar_G.7933	100563275	LOC100563275	ENSACAG00000015886	RPS10	-
ASU_Acar_G.7934	100558739	LOC100558739	ENSACAG00000002051	OPTC	-
ASU_Acar_G.7935	-	-	-	-	-
ASU_Acar_G.7936	100553968	LOC100553968	ENSACAG00000014442	FAM5B	-
ASU_Acar_G.7937	100567782	LOC100567782	-	-	-
ASU_Acar_G.7938	100562750	LOC100562750	ENSACAG00000016733	JPH2	-
ASU_Acar_G.7939	100562816	LOC100562816	ENSACAG00000008802	PXMP4	-
ASU_Acar_G.794	-	-	-	-	hypothetical protein BRAFLDRAFT_68935
ASU_Acar_G.7940	100552588	LOC100552588	-	-	-
ASU_Acar_G.7941	100551932	LOC100551932	ENSACAG00000013093	GDAP1	-
ASU_Acar_G.7942	-	-	-	-	-
ASU_Acar_G.7943	100566938	LOC100566938	ENSACAG00000024788	-	-
ASU_Acar_G.7944	-	-	-	-	PREDICTED: hypothetical protein LOC100537186
ASU_Acar_G.7945	-	-	-	-	-
ASU_Acar_G.7946	100555538	LOC100555538	-	-	-
ASU_Acar_G.7947	100566030	LOC100566030	-	-	-
ASU_Acar_G.7948	100552655	LOC100552655	ENSACAG00000014183	PPP1R16B	-
ASU_Acar_G.7949	100563792	LOC100563792	ENSACAG00000003953	CCNE2	-
ASU_Acar_G.795	-	-	-	-	-
ASU_Acar_G.7950	100552322	LOC100552322	ENSACAG00000009431	CA2	-
ASU_Acar_G.7951	100553837	LOC100553837	ENSACAG00000010841	SLC30A8	-
ASU_Acar_G.7952	100554103	LOC100554103	ENSACAG00000011759	-	-
ASU_Acar_G.7953	100561886	LOC100561886	ENSACAG00000023837	RAB3B	-
ASU_Acar_G.7954	-	-	-	-	-
ASU_Acar_G.7955	100560907	LOC100560907	ENSACAG00000009686	WDYHV1	-
ASU_Acar_G.7956	-	-	-	-	-
ASU_Acar_G.7957	-	-	-	-	group xv phospholipase a2-like
ASU_Acar_G.7958	100566489	LOC100566489	ENSACAG00000002519	OLFML3	-
ASU_Acar_G.7959	100552455	LOC100552455	ENSACAG00000026799	-	-
ASU_Acar_G.796	100558058	LOC100558058	ENSACAG00000010489	SDC1	-
ASU_Acar_G.7960	100562748	LOC100562748	-	-	-
ASU_Acar_G.7961	100565826	LOC100565826	ENSACAG00000004265	-	-
ASU_Acar_G.7962	100558143	LOC100558143	ENSACAG00000002675	MARCH6	-
ASU_Acar_G.7963	100565634	LOC100565634	ENSACAG00000016684	C6orf89	-
ASU_Acar_G.7964	-	-	-	-	btb poz domain-containing protein kctd18-like
ASU_Acar_G.7965	100562944	LOC100562944	ENSACAG00000010960	AMIGO1	-
ASU_Acar_G.7966	-	-	-	-	PREDICTED: semaphorin-3D-like
ASU_Acar_G.7967	100563990	LOC100563990	ENSACAG00000016865	TTPA	-
ASU_Acar_G.7968	-	-	-	-	-
ASU_Acar_G.7969	100555466	LOC100555466	-	-	-
ASU_Acar_G.797	100563843	LOC100563843	ENSACAG00000013017	ABCB6	-
ASU_Acar_G.7970	100555334	LOC100555334	ENSACAG00000013549	FABP5	-
ASU_Acar_G.7971	100555009	LOC100555009	ENSACAG00000004337	-	-
ASU_Acar_G.7972	-	-	-	-	PREDICTED: hypothetical protein LOC100537186
ASU_Acar_G.7973	-	-	-	-	zinc finger protein 135-like
ASU_Acar_G.7974	100566100	LOC100566100	ENSACAG00000015679	SLC9A8	-
ASU_Acar_G.7975	100552258	azin1	ENSACAG00000009207	AZIN1	-
ASU_Acar_G.7976	100562878	LOC100562878	ENSACAG00000001504	-	-
ASU_Acar_G.7977	100564581	LOC100564581	ENSACAG00000016770	MTFR1	-
ASU_Acar_G.7978	100567654	LOC100567654	ENSACAG00000004632	CEPT1	-
ASU_Acar_G.7979	-	-	-	-	PREDICTED: semaphorin-5A-like
ASU_Acar_G.798	100558915	LOC100558915	-	-	-
ASU_Acar_G.7980	100563340	LOC100563340	ENSACAG00000005774	ERGIC3	-
ASU_Acar_G.7981	100563795	LOC100563795	ENSACAG00000000955	QSOX1	-
ASU_Acar_G.7982	100552654	tesk2	ENSACAG00000015178	TESK2	-
ASU_Acar_G.7983	100566098	LOC100566098	ENSACAG00000013513	HYI	-
ASU_Acar_G.7984	100565966	csde1	ENSACAG00000003120	CSDE1	-
ASU_Acar_G.7985	100564583	LOC100564583	ENSACAG00000001161	TOR1AIP2	-
ASU_Acar_G.7986	100553842	LOC100553842	ENSACAG00000005168	OGFR	-
ASU_Acar_G.7987	100559856	gpbp1l1	ENSACAG00000015710	GPBP1L1	-
ASU_Acar_G.7988	100566028	LOC100566028	ENSACAG00000004656	C1orf146	-
ASU_Acar_G.7989	100563339	slc1a7	ENSACAG00000008623	SLC1A7	-
ASU_Acar_G.799	100554145	LOC100554145	ENSACAG00000000870	C20orf7	-
ASU_Acar_G.7990	100554355	celsr2	ENSACAG00000010393	CELSR2	-
ASU_Acar_G.7991	100553175	LOC100553175	ENSACAG00000008753	ZNF706	-
ASU_Acar_G.7992	100556636	kcnd3	ENSACAG00000006322	-	-
ASU_Acar_G.7993	100556584	LOC100556584	ENSACAG00000014313	DSTYK	-
ASU_Acar_G.7994	-	-	-	-	PREDICTED: hypothetical protein LOC100537186
ASU_Acar_G.7995	100562814	LOC100562814	ENSACAG00000007786	GATA6	-
ASU_Acar_G.7996	100561106	inadl	ENSACAG00000007792	-	-
ASU_Acar_G.7997	-	-	-	-	c-c chemokine receptor type 4-like
ASU_Acar_G.7998	100555921	LOC100555921	ENSACAG00000005481	GALR1	-
ASU_Acar_G.7999	100566423	grhl2	ENSACAG00000008759	GRHL2	-
ASU_Acar_G.8	100566408	ehd3	ENSACAG00000007103	EHD3	-
ASU_Acar_G.80	100559177	LOC100559177	ENSACAG00000000065	TMEM86A	-
ASU_Acar_G.800	100554798	gclc	ENSACAG00000008501	ELOVL5	-
ASU_Acar_G.8000	100555658	LOC100555658	ENSACAG00000000140	KCNK9	-
ASU_Acar_G.8001	100552067	LOC100552067	ENSACAG00000016214	TAF4	-
ASU_Acar_G.8002	100559725	LOC100559725	ENSACAG00000025249	C1orf88	-
ASU_Acar_G.8003	100553571	LOC100553571	ENSACAG00000005549	-	-
ASU_Acar_G.8004	100554552	LOC100554552	ENSACAG00000007168	SEC23B	-
ASU_Acar_G.8005	100556512	LOC100556512	ENSACAG00000013393	ELOVL1	-
ASU_Acar_G.8006	100560052	LOC100560052	ENSACAG00000001320	-	-
ASU_Acar_G.8007	100564383	LOC100564383	ENSACAG00000005760	CHD7	-
ASU_Acar_G.8008	-	-	-	-	retrotransposable element tf2 155 kda protein type 1-like
ASU_Acar_G.8009	100553770	LOC100553770	ENSACAG00000010563	PAX1	-
ASU_Acar_G.801	100564564	LOC100564564	ENSACAG00000008467	FRMD1	-
ASU_Acar_G.8010	-	-	-	-	-
ASU_Acar_G.8011	-	-	-	-	-
ASU_Acar_G.8012	-	-	-	-	-
ASU_Acar_G.8013	100556443	LOC100556443	ENSACAG00000006161	RAP1A	-
ASU_Acar_G.8014	100552981	LOC100552981	ENSACAG00000008858	NCALD	-
ASU_Acar_G.8015	-	-	-	-	-
ASU_Acar_G.8016	-	-	-	-	-
ASU_Acar_G.8017	100565633	LOC100565633	ENSACAG00000014179	MRPL37	-
ASU_Acar_G.8018	100555923	LOC100555923	ENSACAG00000012215	FBXL5	-
ASU_Acar_G.8019	100564914	LOC100564914	ENSACAG00000003509	PKP1	-
ASU_Acar_G.802	100562127	LOC100562127	ENSACAG00000015381	CHRM5	-
ASU_Acar_G.8020	100560248	LOC100560248	ENSACAG00000010838	CDH2	-
ASU_Acar_G.8021	-	-	-	-	-
ASU_Acar_G.8022	-	-	-	-	-
ASU_Acar_G.8023	100564979	LOC100564979	ENSACAG00000016674	CRH	-
ASU_Acar_G.8024	-	-	-	-	-
ASU_Acar_G.8025	100564650	LOC100564650	ENSACAG00000016485	BAK1	-
ASU_Acar_G.8026	100555922	LOC100555922	ENSACAG00000013501	MTA1	-
ASU_Acar_G.8027	100568240	LOC100568240	ENSACAG00000014822	TMEM53	-
ASU_Acar_G.8028	100567068	LOC100567068	ENSACAG00000004209	PTPN7	-
ASU_Acar_G.8029	100552458	LOC100552458	-	-	-
ASU_Acar_G.803	100552245	trpm8	ENSACAG00000010093	TRPM8	-
ASU_Acar_G.8030	100568241	LOC100568241	-	-	-
ASU_Acar_G.8031	100553768	LOC100553768	ENSACAG00000003723	FAM69C	-
ASU_Acar_G.8032	100552325	LOC100552325	ENSACAG00000025849	-	-
ASU_Acar_G.8033	-	-	-	-	-
ASU_Acar_G.8034	100552988	LOC100552988	-	-	-
ASU_Acar_G.8035	100563726	LOC100563726	ENSACAG00000012251	FAM40A	-
ASU_Acar_G.8036	100567327	LOC100567327	-	-	-
ASU_Acar_G.8037	100564787	LOC100564787	ENSACAG00000007093	C20orf118	-
ASU_Acar_G.8038	-	-	-	-	PREDICTED: hypothetical protein
ASU_Acar_G.8039	100561959	LOC100561959	ENSACAG00000016873	ADA	-
ASU_Acar_G.804	100556753	LOC100556753	-	-	-
ASU_Acar_G.8040	100556900	LOC100556900	ENSACAG00000011918	-	-
ASU_Acar_G.8041	-	-	-	-	-
ASU_Acar_G.8042	-	-	-	-	uhrf1-binding protein 1-like
ASU_Acar_G.8043	100554944	LOC100554944	ENSACAG00000005329	TSHZ1	-
ASU_Acar_G.8044	100562023	LOC100562023	ENSACAG00000002219	GOLGB1	-
ASU_Acar_G.8045	100566872	LOC100566872	ENSACAG00000015580	-	-
ASU_Acar_G.8046	-	-	-	-	-
ASU_Acar_G.8047	100560449	LOC100560449	-	-	-
ASU_Acar_G.8048	-	-	-	-	-
ASU_Acar_G.8049	100556634	pcdhac2	ENSACAG00000006662	-	-
ASU_Acar_G.805	-	-	-	-	protein fam180b-like
ASU_Acar_G.8050	100560579	matn4	ENSACAG00000012284	MATN4	-
ASU_Acar_G.8051	100565434	LOC100565434	ENSACAG00000016583	KCTD20	-
ASU_Acar_G.8052	-	-	-	-	-
ASU_Acar_G.8053	100568238	LOC100568238	-	-	-
ASU_Acar_G.8054	100563532	LOC100563532	ENSACAG00000002183	UBE2D2	-
ASU_Acar_G.8055	-	-	-	-	-
ASU_Acar_G.8056	-	-	-	-	-
ASU_Acar_G.8057	100552782	LOC100552782	ENSACAG00000005383	C20orf26	-
ASU_Acar_G.8058	100564586	LOC100564586	ENSACAG00000006575	SLA2	-
ASU_Acar_G.8059	-	-	-	-	-
ASU_Acar_G.806	100553161	LOC100553161	ENSACAG00000015344	RPS6KA2	-
ASU_Acar_G.8060	100563726	LOC100563726	ENSACAG00000012251	FAM40A	-
ASU_Acar_G.8061	100553053	LOC100553053	ENSACAG00000003398	KIF13A	-
ASU_Acar_G.8062	-	-	ENSACAG00000022908	-	-
ASU_Acar_G.8063	100558867	LOC100558867	ENSACAG00000006019	GUCA1A	-
ASU_Acar_G.8064	100554225	LOC100554225	ENSACAG00000005405	SDCBP	-
ASU_Acar_G.8065	100559132	LOC100559132	ENSACAG00000009974	BTG2	-
ASU_Acar_G.8066	100566097	LOC100566097	-	-	-
ASU_Acar_G.8067	100562746	LOC100562746	ENSACAG00000003316	TPMT	-
ASU_Acar_G.8068	-	-	-	-	-
ASU_Acar_G.8069	100560516	LOC100560516	ENSACAG00000002993	USP49	-
ASU_Acar_G.807	100559634	LOC100559634	ENSACAG00000002853	C1orf124	-
ASU_Acar_G.8070	100555602	LOC100555602	ENSACAG00000002150	NSUN4	-
ASU_Acar_G.8071	100562151	LOC100562151	ENSACAG00000010871	PSMA5	-
ASU_Acar_G.8072	100567720	phactr3	ENSACAG00000003686	PHACTR3	-
ASU_Acar_G.8073	100567133	LOC100567133	ENSACAG00000014785	TNR	-
ASU_Acar_G.8074	100556246	LOC100556246	ENSACAG00000002897	-	-
ASU_Acar_G.8075	-	-	-	-	PREDICTED: uncharacterized protein LOC100857505
ASU_Acar_G.8076	100567324	LOC100567324	ENSACAG00000015235	SULF1	-
ASU_Acar_G.8077	100561368	LOC100561368	ENSACAG00000011841	PABPC1L	-
ASU_Acar_G.8078	100553376	hfm1	ENSACAG00000021072	HFM1	-
ASU_Acar_G.8079	100567912	LOC100567912	ENSACAG00000014443	C8orf84	-
ASU_Acar_G.808	100563904	LOC100563904	ENSACAG00000009876	STX3	-
ASU_Acar_G.8080	100559190	LOC100559190	ENSACAG00000025348	-	-
ASU_Acar_G.8081	100562812	LOC100562812	ENSACAG00000016142	NIPAL2	-
ASU_Acar_G.8082	100561238	ttc39c	ENSACAG00000001210	TTC39C	-
ASU_Acar_G.8083	-	-	-	-	PREDICTED: hypothetical protein LOC100552410
ASU_Acar_G.8084	100552984	LOC100552984	ENSACAG00000024600	INSM1	-
ASU_Acar_G.8085	100562678	LOC100562678	ENSACAG00000010418	TRHR	-
ASU_Acar_G.8086	100556972	cttnbp2nl	ENSACAG00000017923	CTTNBP2NL	-
ASU_Acar_G.8087	100553240	LOC100553240	ENSACAG00000003585	-	-
ASU_Acar_G.8088	100557751	LOC100557751	-	-	-
ASU_Acar_G.8089	100567586	LOC100567586	ENSACAG00000007602	PLEKHA6	-
ASU_Acar_G.809	-	-	-	-	-
ASU_Acar_G.8090	100559326	zbtb10	ENSACAG00000027698	-	-
ASU_Acar_G.8091	100563405	LOC100563405	ENSACAG00000003137	EXTL2	-
ASU_Acar_G.8092	100554743	LOC100554743	ENSACAG00000005316	ZADH2	-
ASU_Acar_G.8093	100557294	LOC100557294	ENSACAG00000014293	POLR3F	-
ASU_Acar_G.8094	100558536	LOC100558536	-	-	-
ASU_Acar_G.8095	100552064	mboat1	ENSACAG00000003095	MBOAT1	-
ASU_Acar_G.8096	100565827	LOC100565827	ENSACAG00000022374	-	-
ASU_Acar_G.8097	100559392	LOC100559392	-	-	-
ASU_Acar_G.8098	-	-	ENSACAG00000016658	RAB44	-
ASU_Acar_G.8099	100567258	LOC100567258	ENSACAG00000002438	NRG2	-
ASU_Acar_G.81	100562267	LOC100562267	ENSACAG00000001649	MLNR	-
ASU_Acar_G.810	-	-	-	-	-
ASU_Acar_G.8100	100560512	klhl38	ENSACAG00000009737	KLHL38	-
ASU_Acar_G.8101	100559726	LOC100559726	ENSACAG00000025612	NTSR1	-
ASU_Acar_G.8102	100564515	LOC100564515	ENSACAG00000004527	ELAVL4	-
ASU_Acar_G.8103	100564385	LOC100564385	-	-	-
ASU_Acar_G.8104	100561107	LOC100561107	ENSACAG00000008903	DMRTB1	-
ASU_Acar_G.8105	100556973	LOC100556973	-	-	-
ASU_Acar_G.8106	100554679	LOC100554679	ENSACAG00000001671	HS2ST1	-
ASU_Acar_G.8107	100559922	fer1l6	ENSACAG00000028030	-	-
ASU_Acar_G.8108	100559984	spata2	ENSACAG00000015656	SPATA2	-
ASU_Acar_G.8109	100562945	LOC100562945	ENSACAG00000008300	GPX7	-
ASU_Acar_G.811	100559768	sbf2	ENSACAG00000009005	SBF2	-
ASU_Acar_G.8110	100551935	prkaa2	ENSACAG00000006771	PRKAA2	-
ASU_Acar_G.8111	100565899	b4galt5	ENSACAG00000015763	B4GALT5	-
ASU_Acar_G.8112	100566425	LOC100566425	ENSACAG00000014572	KLHDC8A	-
ASU_Acar_G.8113	100551804	LOC100551804	ENSACAG00000015952	SRI	-
ASU_Acar_G.8114	100564252	LOC100564252	ENSACAG00000000146	PCSK9	-
ASU_Acar_G.8115	100563859	oxr1	ENSACAG00000009882	OXR1	-
ASU_Acar_G.8116	100558471	LOC100558471	ENSACAG00000013197	CEP192	-
ASU_Acar_G.8117	-	-	-	-	-
ASU_Acar_G.8118	100556776	LOC100556776	ENSACAG00000001873	-	-
ASU_Acar_G.8119	100561039	LOC100561039	ENSACAG00000002302	GALNT12	-
ASU_Acar_G.812	100561934	LOC100561934	ENSACAG00000013100	ATG9A	-
ASU_Acar_G.8120	100552585	LOC100552585	ENSACAG00000009176	ODF1	-
ASU_Acar_G.8121	-	-	-	-	zinc finger protein 135-like
ASU_Acar_G.8122	100564850	LOC100564850	ENSACAG00000014650	HEATR8	-
ASU_Acar_G.8123	-	-	-	-	-
ASU_Acar_G.8124	100554876	LOC100554876	ENSACAG00000012493	SLC6A17	-
ASU_Acar_G.8125	100566679	LOC100566679	ENSACAG00000015607	SNAI1	-
ASU_Acar_G.8126	100553506	LOC100553506	ENSACAG00000016630	ADHFE1	-
ASU_Acar_G.8127	100561036	LOC100561036	ENSACAG00000003855	-	-
ASU_Acar_G.8128	100562550	LOC100562550	ENSACAG00000002186	CXXC5	-
ASU_Acar_G.8129	-	-	-	-	sam domain-containing protein samsn-1-like
ASU_Acar_G.813	100559108	LOC100559108	ENSACAG00000002564	ACTR3	-
ASU_Acar_G.8130	-	-	-	-	-
ASU_Acar_G.8131	100554164	LOC100554164	ENSACAG00000010125	KIAA1324	-
ASU_Acar_G.8132	100562221	LOC100562221	ENSACAG00000001796	-	-
ASU_Acar_G.8133	-	-	-	-	PREDICTED: hypothetical protein LOC100564044
ASU_Acar_G.8134	100558937	LOC100558937	ENSACAG00000002144	PRELP	-
ASU_Acar_G.8135	100557166	LOC100557166	ENSACAG00000007344	LRRN2	-
ASU_Acar_G.8136	100559784	LOC100559784	ENSACAG00000022068	-	-
ASU_Acar_G.8137	-	-	-	-	-
ASU_Acar_G.8138	100552000	trim33	ENSACAG00000002617	TRIM33	-
ASU_Acar_G.8139	100561887	LOC100561887	ENSACAG00000002129	DEF6	-
ASU_Acar_G.814	-	-	-	-	-
ASU_Acar_G.8140	100554224	LOC100554224	ENSACAG00000011074	EIF3H	-
ASU_Acar_G.8141	100566805	rbbp5	ENSACAG00000014232	RBBP5	-
ASU_Acar_G.8142	100560057	rbl1	ENSACAG00000006847	-	-
ASU_Acar_G.8143	-	-	-	-	probable e3 ubiquitin-protein ligase herc6-like
ASU_Acar_G.8144	100566486	pikfyve	ENSACAG00000009917	PIKFYVE	-
ASU_Acar_G.8145	100566802	LOC100566802	ENSACAG00000002489	EBAG9	-
ASU_Acar_G.8146	-	-	-	-	low quality protein: dedicator of cytokinesis protein 5-like
ASU_Acar_G.8147	100564649	LOC100564649	ENSACAG00000008992	LEPROT	-
ASU_Acar_G.8148	100561038	LOC100561038	ENSACAG00000001799	ZNF521	-
ASU_Acar_G.8149	100554033	LOC100554033	ENSACAG00000013785	ZFAND1	-
ASU_Acar_G.815	100563517	LOC100563517	ENSACAG00000001196	NOSTRIN	-
ASU_Acar_G.8150	100554812	LOC100554812	ENSACAG00000004118	NUP153	-
ASU_Acar_G.8151	100566026	LOC100566026	ENSACAG00000009177	KLF10	-
ASU_Acar_G.8152	100561037	LOC100561037	-	-	-
ASU_Acar_G.8153	-	-	-	-	-
ASU_Acar_G.8154	-	-	-	-	hypothetical protein BRAFLDRAFT_63203
ASU_Acar_G.8155	100564123	ncoa3	ENSACAG00000016334	NCOA3	-
ASU_Acar_G.8156	100568104	LOC100568104	ENSACAG00000010472	DECR1	-
ASU_Acar_G.8157	-	-	-	-	PREDICTED: si:ch211-106k21.5
ASU_Acar_G.8158	100551869	LOC100551869	ENSACAG00000014933	NASP	-
ASU_Acar_G.8159	100567519	LOC100567519	ENSACAG00000015176	PRDM14	-
ASU_Acar_G.816	100555118	LOC100555118	ENSACAG00000014692	GABRG2	-
ASU_Acar_G.8160	100562356	LOC100562356	-	-	-
ASU_Acar_G.8161	-	-	-	-	-
ASU_Acar_G.8162	100567853	LOC100567853	ENSACAG00000004809	ADORA1	-
ASU_Acar_G.8163	100558340	LOC100558340	-	-	-
ASU_Acar_G.8164	100565500	LOC100565500	ENSACAG00000013249	TMEM125	-
ASU_Acar_G.8165	100567067	LOC100567067	ENSACAG00000014312	DPH2	-
ASU_Acar_G.8166	100560316	LOC100560316	ENSACAG00000009912	FAM91A1	-
ASU_Acar_G.8167	100557560	LOC100557560	ENSACAG00000007697	REN	-
ASU_Acar_G.8168	100564384	LOC100564384	-	-	-
ASU_Acar_G.8169	100553638	LOC100553638	ENSACAG00000003648	CCDC90A	-
ASU_Acar_G.817	100553419	LOC100553419	ENSACAG00000014957	LRRC56	-
ASU_Acar_G.8170	100553772	LOC100553772	ENSACAG00000003593	TNNT2	-
ASU_Acar_G.8171	100556773	LOC100556773	ENSACAG00000010606	TMEM55A	-
ASU_Acar_G.8172	100561303	LOC100561303	-	-	-
ASU_Acar_G.8173	100554229	LOC100554229	ENSACAG00000005435	TCFL5	-
ASU_Acar_G.8174	-	-	-	-	-
ASU_Acar_G.8175	100551668	LOC100551668	ENSACAG00000002911	DCDC2	-
ASU_Acar_G.8176	-	-	-	-	-
ASU_Acar_G.8177	100561692	csmd3	ENSACAG00000003719	CSMD3	-
ASU_Acar_G.8178	100555600	LOC100555600	ENSACAG00000005537	ANKH	-
ASU_Acar_G.8179	100557225	LOC100557225	ENSACAG00000026662	-	-
ASU_Acar_G.818	100560817	LOC100560817	ENSACAG00000006682	-	-
ASU_Acar_G.8180	100557095	LOC100557095	ENSACAG00000011732	DOK6	-
ASU_Acar_G.8181	100557748	LOC100557748	ENSACAG00000010022	NDUFB9	-
ASU_Acar_G.8182	100566163	LOC100566163	ENSACAG00000015426	DARS2	-
ASU_Acar_G.8183	-	-	-	-	-
ASU_Acar_G.8184	-	-	-	-	storkhead-box protein 1-like
ASU_Acar_G.8185	100552782	LOC100552782	ENSACAG00000005383	C20orf26	-
ASU_Acar_G.8186	100559062	LOC100559062	ENSACAG00000013539	PFDN1	-
ASU_Acar_G.8187	100557557	LOC100557557	-	-	-
ASU_Acar_G.8188	-	-	-	-	zinc finger protein 135-like
ASU_Acar_G.8189	-	-	-	-	retrotransposable element tf2 155 kda protein type 1-like
ASU_Acar_G.819	100562399	LOC100562399	ENSACAG00000009878	RPS6KA5	-
ASU_Acar_G.8190	100556316	LOC100556316	ENSACAG00000016909	RIMS4	-
ASU_Acar_G.8191	-	-	-	-	PREDICTED: hypothetical protein
ASU_Acar_G.8192	-	-	-	-	-
ASU_Acar_G.8193	100561564	LOC100561564	ENSACAG00000004996	TIMM17A	-
ASU_Acar_G.8194	100557690	LOC100557690	-	-	-
ASU_Acar_G.8195	100559330	LOC100559330	-	-	-
ASU_Acar_G.8196	100554035	LOC100554035	ENSACAG00000015697	RPS8	-
ASU_Acar_G.8197	-	-	-	-	uhrf1-binding protein 1-like
ASU_Acar_G.8198	100553120	gnai3	ENSACAG00000010970	GNAI3	-
ASU_Acar_G.8199	100565496	LOC100565496	ENSACAG00000009571	-	-
ASU_Acar_G.82	100561743	LOC100561743	-	-	-
ASU_Acar_G.820	100558784	LOC100558784	ENSACAG00000016052	FOXG1	-
ASU_Acar_G.8200	100558210	LOC100558210	ENSACAG00000000006	PNPLA8	-
ASU_Acar_G.8201	100558209	LOC100558209	ENSACAG00000013338	-	-
ASU_Acar_G.8202	-	-	ENSACAG00000006348	FGL2	-
ASU_Acar_G.8203	100557364	sox5	ENSACAG00000017320	SOX5	-
ASU_Acar_G.8204	100567263	ipo8	ENSACAG00000012959	IPO8	-
ASU_Acar_G.8205	-	-	-	-	-
ASU_Acar_G.8206	100564988	LOC100564988	ENSACAG00000011939	-	-
ASU_Acar_G.8207	-	-	-	-	-
ASU_Acar_G.8208	-	-	-	-	solute carrier organic anion transporter family member 3a1-like
ASU_Acar_G.8209	-	-	-	-	zinc finger protein 135-like
ASU_Acar_G.821	-	-	ENSACAG00000016102	HEATR4	-
ASU_Acar_G.8210	100557298	LOC100557298	ENSACAG00000003592	MMAA	-
ASU_Acar_G.8211	100561248	LOC100561248	ENSACAG00000012724	-	-
ASU_Acar_G.8212	100566235	exoc1	ENSACAG00000009187	EXOC1	-
ASU_Acar_G.8213	100553575	tbk1	ENSACAG00000003232	TBK1	-
ASU_Acar_G.8214	-	-	ENSACAG00000013409	C12orf55	-
ASU_Acar_G.8215	100559393	dennd2a	ENSACAG00000011024	DENND2A	-
ASU_Acar_G.8216	100564453	LOC100564453	ENSACAG00000012343	STK38L	-
ASU_Acar_G.8217	100564059	LOC100564059	ENSACAG00000011290	UBE2K	-
ASU_Acar_G.8218	100555927	LOC100555927	ENSACAG00000012773	SLC37A3	-
ASU_Acar_G.8219	-	-	-	-	-
ASU_Acar_G.822	100563258	gtf2h1	ENSACAG00000000060	GTF2H1	-
ASU_Acar_G.8220	100564256	LOC100564256	ENSACAG00000011372	PDS5A	-
ASU_Acar_G.8221	100555798	LOC100555798	ENSACAG00000017560	PLEKHA5	-
ASU_Acar_G.8222	100559662	ppfia2	ENSACAG00000014550	PPFIA2	-
ASU_Acar_G.8223	-	-	-	-	apolipoprotein l3-like
ASU_Acar_G.8224	100568243	iqsec3	ENSACAG00000000037	IQSEC3	-
ASU_Acar_G.8225	100567787	LOC100567787	ENSACAG00000006293	CCDC146	-
ASU_Acar_G.8226	-	-	ENSACAG00000016114	IL2RB	-
ASU_Acar_G.8227	100554042	LOC100554042	-	-	-
ASU_Acar_G.8228	-	-	-	-	-
ASU_Acar_G.8229	100558282	LOC100558282	ENSACAG00000011734	N4BP2	-
ASU_Acar_G.823	100552898	LOC100552898	ENSACAG00000017718	MAN1A1	-
ASU_Acar_G.8230	100558999	znf277	ENSACAG00000007100	ZNF277	-
ASU_Acar_G.8231	-	-	-	-	-
ASU_Acar_G.8232	100563801	LOC100563801	ENSACAG00000008117	JOSD1	-
ASU_Acar_G.8233	-	-	-	-	transmembrane protease serine 11e-like
ASU_Acar_G.8234	100557499	LOC100557499	ENSACAG00000015775	CD36	-
ASU_Acar_G.8235	100564722	guf1	ENSACAG00000007056	GUF1	-
ASU_Acar_G.8236	-	-	-	-	-
ASU_Acar_G.8237	-	-	-	-	-
ASU_Acar_G.8238	100564852	LOC100564852	ENSACAG00000012017	ANO4	-
ASU_Acar_G.8239	-	-	-	-	-
ASU_Acar_G.824	100566078	chka	ENSACAG00000014764	CHKA	-
ASU_Acar_G.8240	-	-	-	-	-
ASU_Acar_G.8241	100552331	naa15	ENSACAG00000002092	NAA15	-
ASU_Acar_G.8242	100558875	LOC100558875	ENSACAG00000011835	NUDT6	-
ASU_Acar_G.8243	100568181	LOC100568181	ENSACAG00000013822	NDST3	-
ASU_Acar_G.8244	-	-	-	-	-
ASU_Acar_G.8245	100566233	LOC100566233	ENSACAG00000005077	WFS1	-
ASU_Acar_G.8246	100553643	LOC100553643	ENSACAG00000012217	CECR5	-
ASU_Acar_G.8247	100563409	LOC100563409	-	-	-
ASU_Acar_G.8248	100552721	smarcad1	ENSACAG00000013554	SMARCAD1	-
ASU_Acar_G.8249	100561641	prkar2b	ENSACAG00000014916	PRKAR2B	-
ASU_Acar_G.825	100558588	LOC100558588	ENSACAG00000008342	GALNTL4	-
ASU_Acar_G.8250	100557427	scube1	ENSACAG00000015808	SCUBE1	-
ASU_Acar_G.8251	-	-	-	-	-
